date,category,value
2013-02-01,Global,18.2078947368421
2013-03-01,Global,18.339
2013-04-01,Global,17.6622727272727
2013-05-01,Global,17.4263636363636
2013-06-01,Global,16.956
2013-07-01,Global,17.0963636363636
2013-08-01,Global,17.2440909090909
2013-09-01,Global,17.619
2013-10-01,Global,18.8126086956522
2013-11-01,Global,17.7485
2013-12-01,Global,16.5447619047619
2014-01-01,Global,15.707619047619
2014-02-01,Global,16.8852631578947
2014-03-01,Global,17.8880952380952
2014-04-01,Global,18.2147619047619
2014-05-01,Global,18.2404761904762
2014-06-01,Global,18.2419047619048
2014-07-01,Global,18.7304545454545
2014-08-01,Global,17.7247619047619
2014-09-01,Global,16.5442857142857
2014-10-01,Global,16.475652173913
2014-11-01,Global,15.8789473684211
2014-12-01,Global,14.9922727272727
2015-01-01,Global,15.0625
2015-02-01,Global,14.5121052631579
2015-03-01,Global,12.8409090909091
2015-04-01,Global,12.9109523809524
2015-05-01,Global,12.7035
2015-06-01,Global,12.1136363636364
2015-07-01,Global,11.8786363636364
2015-08-01,Global,10.6747619047619
2015-09-01,Global,12.1371428571429
2015-10-01,Global,14.1418181818182
2015-11-01,Global,14.843
2015-12-01,Global,14.7627272727273
2016-01-01,Global,14.2910526315789
2016-02-01,Global,13.314
2016-03-01,Global,15.4304545454545
2016-04-01,Global,14.9980952380952
2016-05-01,Global,16.6842857142857
2016-06-01,Global,19.3372727272727
2016-07-01,Global,19.687
2016-08-01,Global,20.014347826087
2016-09-01,Global,21.352380952381
2016-10-01,Global,22.9166666666667
2016-11-01,Global,20.8685714285714
2016-12-01,Global,18.83
2017-01-01,Global,20.5375
2017-02-01,Global,20.4057894736842
2017-03-01,Global,18.0595652173913
2017-04-01,Global,16.3168421052632
2017-05-01,Global,15.6890909090909
2017-06-01,Global,13.53
2017-07-01,Global,14.119
2017-08-01,Global,13.7960869565217
2017-09-01,Global,13.931
2017-10-01,Global,14.2318181818182
2017-11-01,Global,14.9666666666667
2017-12-01,Global,14.4325
2018-01-01,Global,13.9795238095238
2018-02-01,Global,13.5726315789474
2018-03-01,Global,12.8257142857143
2018-04-01,Global,11.8242857142857
2018-05-01,Global,11.8272727272727
2018-06-01,Global,12.0619047619048
2018-07-01,Global,11.1552380952381
2018-08-01,Global,10.4552173913043
2018-09-01,Global,10.7836842105263
2018-10-01,Global,13.1847826086957
2018-11-01,Global,12.792380952381
2018-12-01,Global,12.5535
2019-01-01,Global,12.6809523809524
2019-02-01,Global,12.9289473684211
2019-03-01,Global,12.4738095238095
2019-04-01,Global,12.5357142857143
2019-05-01,Global,11.825
2019-06-01,Global,12.4395
2019-07-01,Global,12.1286363636364
2019-08-01,Global,11.5554545454546
2019-09-01,Global,11.158
2019-10-01,Global,12.4573913043478
2019-11-01,Global,12.687
2019-12-01,Global,13.3352380952381
2020-01-01,Global,14.1666666666667
2020-02-01,Global,15.0710526315789
2020-03-01,Global,11.805
2020-04-01,Global,10.0519047619048
2020-05-01,Global,10.641
2020-06-01,Global,11.8281818181818
2020-07-01,Global,11.9018181818182
2020-08-01,Global,12.8142857142857
2020-09-01,Global,12.4414285714286
2020-10-01,Global,14.2877272727273
2020-11-01,Global,14.9335
2020-12-01,Global,14.6677272727273
2021-01-01,Global,15.9163157894737
2021-02-01,Global,17.0005263157895
2021-03-01,Global,15.805652173913
2021-04-01,Global,16.237619047619
2021-05-01,Global,17.2033333333333
2021-06-01,Global,17.2140909090909
2021-07-01,Global,17.7147619047619
1991-01-01,Europe,32.1544477252317
1991-02-01,Europe,32.6865911174254
1991-03-01,Europe,30.4456840339587
1991-04-01,Europe,29.0977175860906
1991-05-01,Europe,28.705449371903
1991-06-01,Europe,27.3982215552643
1991-07-01,Europe,27.402798279381
1991-08-01,Europe,27.9920169566027
1991-09-01,Europe,28.6616614274025
1991-10-01,Europe,28.6416758999567
1991-11-01,Europe,29.5558665077196
1991-12-01,Europe,30.3579822253085
1992-01-01,Europe,30.173356029961
1992-02-01,Europe,29.5465110931021
1992-03-01,Europe,28.6751370609765
1992-04-01,Europe,29.2101208276942
1992-05-01,Europe,30.1075694463548
1992-06-01,Europe,30.8136057002539
1992-07-01,Europe,31.9095636846123
1992-08-01,Europe,32.2426990374834
1992-09-01,Europe,30.8802710671429
1992-10-01,Europe,27.5866656101879
1992-11-01,Europe,25.3849425557107
1992-12-01,Europe,25.8028666624664
1993-01-01,Europe,25.4765765688223
1993-02-01,Europe,23.9046238900473
1993-03-01,Europe,24.2848535873929
1993-04-01,Europe,25.7174357873178
1993-05-01,Europe,25.7472892486067
1993-06-01,Europe,25.1413283999541
1993-07-01,Europe,24.8891830806916
1993-08-01,Europe,24.8080210103723
1993-09-01,Europe,25.3451758192564
1993-10-01,Europe,25.0018598684458
1993-11-01,Europe,24.6211653982727
1993-12-01,Europe,24.7740528162756
1994-01-01,Europe,24.8206748401757
1994-02-01,Europe,24.5866317636812
1994-03-01,Europe,24.7891244034842
1994-04-01,Europe,24.6539371258165
1994-05-01,Europe,24.9908651999288
1994-06-01,Europe,25.3531873260821
1994-07-01,Europe,25.6936744096775
1994-08-01,Europe,25.6512112172898
1994-09-01,Europe,25.9998002443461
1994-10-01,Europe,26.7065732959324
1994-11-01,Europe,26.433419762569
1994-12-01,Europe,25.9360985385075
1995-01-01,Europe,26.1879297414823
1995-02-01,Europe,26.135222108572
1995-03-01,Europe,26.6121604393619
1995-04-01,Europe,26.7467449366431
1995-05-01,Europe,26.4044138823622
1995-06-01,Europe,26.518979731407
1995-07-01,Europe,26.5166942451156
1995-08-01,Europe,26.0998719342274
1995-09-01,Europe,25.8939262246253
1995-10-01,Europe,26.2521717018229
1995-11-01,Europe,26.0028989308403
1995-12-01,Europe,25.5948342094043
1996-01-01,Europe,25.4464568022854
1996-02-01,Europe,25.5428323399649
1996-03-01,Europe,25.3943657107952
1996-04-01,Europe,25.1973049641208
1996-05-01,Europe,25.1838202350821
1996-06-01,Europe,25.6449377897325
1996-07-01,Europe,25.834319239873
1996-08-01,Europe,25.7681057052916
1996-09-01,Europe,25.9274202961659
1996-10-01,Europe,26.3597000370368
1996-11-01,Europe,27.6512960207806
1996-12-01,Europe,27.677909158948
1997-01-01,Europe,27.6070727608386
1997-02-01,Europe,27.0347279667244
1997-03-01,Europe,26.6936998069604
1997-04-01,Europe,27.0863813965878
1997-05-01,Europe,27.1586916634159
1997-06-01,Europe,27.3364675847387
1997-07-01,Europe,27.7902366867523
1997-08-01,Europe,26.6610077677786
1997-09-01,Europe,26.5990977232935
1997-10-01,Europe,27.1246001105189
1997-11-01,Europe,28.0644331199935
1997-12-01,Europe,27.6278580889224
1998-01-01,Europe,27.1929102521069
1998-02-01,Europe,27.2600409231523
1998-03-01,Europe,27.6203753708122
1998-04-01,Europe,27.8016234317025
1998-05-01,Europe,27.2309677189863
1998-06-01,Europe,27.4332318350472
1998-07-01,Europe,27.3292000356563
1998-08-01,Europe,27.1255182797943
1998-09-01,Europe,27.9406961723356
1998-10-01,Europe,28.1779512445352
1998-11-01,Europe,27.6300751905846
1998-12-01,Europe,27.7765622646987
1999-01-01,Europe,27.4549241592655
1999-02-01,Europe,27.0769637533906
1999-03-01,Europe,26.9419061137619
1999-04-01,Europe,26.7750776483022
1999-05-01,Europe,26.8608576033392
1999-06-01,Europe,26.5340963336497
1999-07-01,Europe,26.1688036404542
1999-08-01,Europe,26.7217761488752
1999-09-01,Europe,26.9868385708195
1999-10-01,Europe,27.5631662297055
1999-11-01,Europe,26.9945480379633
1999-12-01,Europe,26.8304497623173
2000-01-01,Europe,27.294960274333
2000-02-01,Europe,26.6062493158307
2000-03-01,Europe,26.268606077435
2000-04-01,Europe,26.3282669978903
2000-05-01,Europe,25.086505308549
2000-06-01,Europe,25.0764023793835
2000-07-01,Europe,25.0832588382578
2000-08-01,Europe,24.7742215005513
2000-09-01,Europe,23.8537967843287
2000-10-01,Europe,24.13766138011
2000-11-01,Europe,23.7086522084614
2000-12-01,Europe,24.304481041965
2001-01-01,Europe,24.5829208991696
2001-02-01,Europe,24.1749993876496
2001-03-01,Europe,24.0307114192427
2001-04-01,Europe,23.8579142588443
2001-05-01,Europe,23.6989955789811
2001-06-01,Europe,23.2993630043575
2001-07-01,Europe,23.5098688889695
2001-08-01,Europe,23.8950399141143
2001-09-01,Europe,24.3212449560468
2001-10-01,Europe,24.1368628291655
2001-11-01,Europe,23.8889176902059
2001-12-01,Europe,23.9323580313877
2002-01-01,Europe,23.8178696596651
2002-02-01,Europe,23.6537033593091
2002-03-01,Europe,23.6517911091254
2002-04-01,Europe,23.9879314348958
2002-05-01,Europe,24.2655478350835
2002-06-01,Europe,24.7165264686582
2002-07-01,Europe,25.8337408655263
2002-08-01,Europe,25.5437321377174
2002-09-01,Europe,25.8553644921423
2002-10-01,Europe,25.8938917975808
2002-11-01,Europe,26.1400561820178
2002-12-01,Europe,26.3788380310439
2003-01-01,Europe,26.8768652895036
2003-02-01,Europe,26.7678443541291
2003-03-01,Europe,26.3210350234205
2003-04-01,Europe,26.1767927647395
2003-05-01,Europe,26.9863397229454
2003-06-01,Europe,27.6130510171065
2003-07-01,Europe,27.0210711024635
2003-08-01,Europe,26.5084434596438
2003-09-01,Europe,26.7852586799127
2003-10-01,Europe,27.8738117798473
2003-11-01,Europe,28.0847196002032
2003-12-01,Europe,29.1058838732051
2004-01-01,Europe,30.2927351047648
2004-02-01,Europe,31.0525318853136
2004-03-01,Europe,30.3920536852846
2004-04-01,Europe,29.9797278593741
2004-05-01,Europe,29.697376628697
2004-06-01,Europe,30.3886636229208
2004-07-01,Europe,30.6203406688929
2004-08-01,Europe,30.255652639787
2004-09-01,Europe,29.810241954705
2004-10-01,Europe,30.0301669221907
2004-11-01,Europe,30.925015787095
2004-12-01,Europe,32.0713257311162
2005-01-01,Europe,31.2320339786448
2005-02-01,Europe,31.3878407979606
2005-03-01,Europe,31.6878751192743
2005-04-01,Europe,31.5052521674181
2005-05-01,Europe,30.8872350790612
2005-06-01,Europe,30.2440128560601
2005-07-01,Europe,29.1088028171144
2005-08-01,Europe,29.8200677461628
2005-09-01,Europe,30.070625428336
2005-10-01,Europe,29.3273456952521
2005-11-01,Europe,28.8552506080207
2005-12-01,Europe,29.0228181438813
2006-01-01,Europe,29.3705791776663
2006-02-01,Europe,29.0687801730003
2006-03-01,Europe,28.9902188625231
2006-04-01,Europe,29.374875854008
2006-05-01,Europe,31.0889553384174
2006-06-01,Europe,30.6542774409278
2006-07-01,Europe,30.6686130187213
2006-08-01,Europe,31.4745798616294
2006-09-01,Europe,31.365099669482
2006-10-01,Europe,31.1773118785262
2006-11-01,Europe,31.7881737751548
2006-12-01,Europe,32.6551944528929
2007-01-01,Europe,32.5805104817074
2007-02-01,Europe,32.5391816911758
2007-03-01,Europe,32.3802155019913
2007-04-01,Europe,33.0898922406487
2007-05-01,Europe,32.9839660231301
2007-06-01,Europe,33.019057509533
2007-07-01,Europe,33.8106995722206
2007-08-01,Europe,33.4141319434721
2007-09-01,Europe,33.5328035148915
2007-10-01,Europe,33.9759503244767
2007-11-01,Europe,34.4348640788229
2007-12-01,Europe,33.6517233053013
2008-01-01,Europe,32.7530664963082
2008-02-01,Europe,32.6537900106746
2008-03-01,Europe,33.3165617132252
2008-04-01,Europe,32.9392274529274
2008-05-01,Europe,32.6822956034751
2008-06-01,Europe,32.657115663168
2008-07-01,Europe,33.0698546136118
2008-08-01,Europe,31.4333190958079
2008-09-01,Europe,29.8807609041674
2008-10-01,Europe,28.1353815781326
2008-11-01,Europe,25.53660465976
2008-12-01,Europe,24.7349363306753
2009-01-01,Europe,23.9816126951584
2009-02-01,Europe,23.9521806705918
2009-03-01,Europe,23.5934636993718
2009-04-01,Europe,24.4382247825022
2009-05-01,Europe,25.6284408030218
2009-06-01,Europe,27.200360577498
2009-07-01,Europe,27.1877152111002
2009-08-01,Europe,27.5225180461939
2009-09-01,Europe,27.1685401297771
2009-10-01,Europe,26.9086857372246
2009-11-01,Europe,27.582090776037
2009-12-01,Europe,27.0107983853742
2010-01-01,Europe,26.8916417681959
2010-02-01,Europe,25.9731796908311
2010-03-01,Europe,25.0218478763766
2010-04-01,Europe,25.483445688297
2010-05-01,Europe,24.3388752901204
2010-06-01,Europe,24.536361764262
2010-07-01,Europe,25.4261969560892
2010-08-01,Europe,26.0412051207616
2010-09-01,Europe,25.8969351483098
2010-10-01,Europe,26.3656066850523
2010-11-01,Europe,26.6033076970181
2010-12-01,Europe,25.9748337653607
2011-01-01,Europe,26.2300338356437
2011-02-01,Europe,26.8116729533052
2011-03-01,Europe,26.8837794919207
2011-04-01,Europe,27.1755693498199
2011-05-01,Europe,27.1378231940198
2011-06-01,Europe,26.9628031732535
2011-07-01,Europe,26.81274066279
2011-08-01,Europe,27.2255264340143
2011-09-01,Europe,26.2473163931501
2011-10-01,Europe,26.2095504417995
2011-11-01,Europe,26.3353432473624
2011-12-01,Europe,25.9497338407526
2012-01-01,Europe,25.8089755989694
2012-02-01,Europe,26.2714907194891
2012-03-01,Europe,26.3009983270669
2012-04-01,Europe,26.6050615827973
2012-05-01,Europe,26.472985669488
2012-06-01,Europe,25.8800526692988
2012-07-01,Europe,25.9224318174258
2012-08-01,Europe,26.1282057047789
2012-09-01,Europe,26.8025711675338
2012-10-01,Europe,26.7437636067564
2012-11-01,Europe,26.549182702688
2012-12-01,Europe,26.8449603666525
2013-01-01,Europe,26.5498715878473
2013-02-01,Europe,25.743963468582
2013-03-01,Europe,25.0647777122588
2013-04-01,Europe,25.4500307989586
2013-05-01,Europe,25.4523522771601
2013-06-01,Europe,25.7374740703613
2013-07-01,Europe,25.2609437000481
2013-08-01,Europe,25.7626205381921
2013-09-01,Europe,26.3895513830048
2013-10-01,Europe,26.7662117610868
2013-11-01,Europe,26.7361456348367
2013-12-01,Europe,27.2282546866891
2014-01-01,Europe,27.3935579525421
2014-02-01,Europe,27.5045463951539
2014-03-01,Europe,27.6421108853226
2014-04-01,Europe,27.8328845651405
2014-05-01,Europe,28.0101497612589
2014-06-01,Europe,28.1095234250498
2014-07-01,Europe,28.3876941006531
2014-08-01,Europe,27.7733949766097
2014-09-01,Europe,27.0992377068762
2014-10-01,Europe,26.7145129814167
2014-11-01,Europe,26.2486360965205
2014-12-01,Europe,26.0165002736677
2015-01-01,Europe,25.1702008962996
2015-02-01,Europe,25.4853502286347
2015-03-01,Europe,24.9069452682425
2015-04-01,Europe,24.8533493549909
2015-05-01,Europe,25.7324987191969
2015-06-01,Europe,25.865186684409
2015-07-01,Europe,25.8688146689473
2015-08-01,Europe,25.9477384492566
2015-09-01,Europe,25.5357851239669
2015-10-01,Europe,25.4999947685618
2015-11-01,Europe,25.2957880365109
2015-12-01,Europe,24.9256862558324
2016-01-01,Europe,23.9496864312217
2016-02-01,Europe,23.7707663270768
2016-03-01,Europe,23.6567122829936
2016-04-01,Europe,23.798369242772
2016-05-01,Europe,24.1515535375711
2016-06-01,Europe,23.6370750968421
2016-07-01,Europe,21.8674122637915
2016-08-01,Europe,21.809267567752
2016-09-01,Europe,21.8504078858639
2016-10-01,Europe,20.5257609066415
2016-11-01,Europe,20.6731288827553
2016-12-01,Europe,20.7862010675309
2017-01-01,Europe,20.5273712225857
2017-02-01,Europe,20.7608232759053
2017-03-01,Europe,20.5094435203858
2017-04-01,Europe,21.013004003793
2017-05-01,Europe,21.5003037787313
2017-06-01,Europe,21.2873126527268
